row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
1197,humidity,outliers,-1854.52,42.9583958,0
1197,voltage,outliers,0.0180369,2.62796,0
20673,light,outliers,713.92,566.72,0
20675,light,outliers,713.92,566.72,0
55343,light,outliers,713.92,625.6,0
55344,light,outliers,713.92,537.28,0
55965,light,outliers,713.92,478.4,0
56690,light,outliers,743.36,566.72,0
56691,light,outliers,713.92,537.28,0
56692,light,outliers,713.92,596.16,0
56694,light,outliers,713.92,625.6,0
56697,light,outliers,713.92,625.6,0
56698,light,outliers,713.92,625.6,0
56699,light,outliers,713.92,507.84,0
56700,light,outliers,713.92,596.16,0
56701,light,outliers,713.92,507.84,0
56702,light,outliers,743.36,537.28,0
56703,light,outliers,743.36,625.6,0
56704,light,outliers,743.36,537.28,0
56705,light,outliers,713.92,596.16,0
56717,light,outliers,743.36,566.72,0
56718,light,outliers,743.36,507.84,0
56719,light,outliers,713.92,507.84,0
60024,light,outliers,713.92,596.16,0
60025,light,outliers,743.36,596.16,0
60036,light,outliers,713.92,625.6,0
60037,light,outliers,713.92,596.16,0
60038,light,outliers,713.92,596.16,0
60040,light,outliers,713.92,596.16,0
60041,light,outliers,713.92,566.72,0
